,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,language,onmousedown,snippet,source,sponsored,state,stations,url
49,Phoenix,Compound Photonics US Corporation,US,"Fri, 15 Dec 2017 18:22:25 GMT",False,"Phoenix, AZ","Phoenix, AZ",29 days ago,False,9611842a155d1cad,"Test Engineer, Automation",en,"indeed_clk(this,'5803');","SolidWorks, <b>Python</b>, C\C++, .NET, MATLAB Quality systems for manufacturing; Purpose of the Role:....",Compound Photonics US Corporation,False,AZ,,http://www.indeed.com/viewjob?jk=9611842a155d1cad&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWEnnUflm_82WtmzPAYIa9s&indpubnum=8836246992678581&atk=1c3qf0rje18fp05d
75,Chandler,Marvell,US,"Wed, 29 Nov 2017 12:58:50 GMT",False,"Chandler, AZ","Chandler, AZ",30+ days ago,False,9bda75beb6349f11,"Validation Engineer - Hardware, Emb. Software, Automated test/build",en,"indeed_clk(this,'5956');","Prior experience with <b>Python</b> scripting is needed. As part of Marvell’s Central Engineering Division, the System Validation (SV) group develops state-of-the-art...",Marvell,False,AZ,,http://www.indeed.com/viewjob?jk=9bda75beb6349f11&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
76,Tempe,"Ipro Tech, Inc.",US,"Fri, 22 Dec 2017 17:26:42 GMT",False,"Tempe, AZ","Tempe, AZ",22 days ago,False,8dfe880a164d9587,Software Engineer (Analytics),en,"indeed_clk(this,'5956');","The successful candidate has: 1-2 years of experience developing applications in an object-oriented language and utilizing a relational database (SQL Server,...","Ipro Tech, Inc.",False,AZ,,http://www.indeed.com/viewjob?jk=8dfe880a164d9587&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
77,Tempe,US Foods,US,"Sat, 30 Sep 2017 19:40:32 GMT",False,"Tempe, AZ","Tempe, AZ 85282",30+ days ago,False,ce651573631c7cee,Intern- IT- Web Applications Developer,en,"indeed_clk(this,'5956');","Coursework or skill with JDBC, JMS, Web Services, J2EE, Applet, Servlet, JSP, JSON, and/or <b>PYTHON</b>. Intern- IT- Web Applications Developer - 17004765....",US Foods,False,AZ,,http://www.indeed.com/viewjob?jk=ce651573631c7cee&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
78,Scottsdale,Early Warning Services,US,"Sat, 09 Dec 2017 06:57:32 GMT",False,"Scottsdale, AZ","Scottsdale, AZ 85260",30+ days ago,False,4260914d9338b515,Sr. Software Engineer,en,"indeed_clk(this,'5956');","Experience with other computer languages like C#, Ruby, <b>Python</b>, and PHP is a plus. This position designs, develops, tests and maintains software product...",Early Warning Services,False,AZ,,http://www.indeed.com/viewjob?jk=4260914d9338b515&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
79,Gilbert,Orbital ATK,US,"Thu, 19 Oct 2017 20:35:33 GMT",False,"Gilbert, AZ","Gilbert, AZ",30+ days ago,False,b50b406ad1d7955e,Software Engineer,en,"indeed_clk(this,'5956');","Knowledge of WindRiver Simics, LabView, Perl and <b>Python</b> will be considered a plus. With projected annual revenues in of nearly $4.5 billion, approximately 12...",Orbital ATK,False,AZ,,http://www.indeed.com/viewjob?jk=b50b406ad1d7955e&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
80,Tempe,Comtech EF Data Corporation,US,"Wed, 27 Dec 2017 07:26:52 GMT",False,"Tempe, AZ","Tempe, AZ",18 days ago,False,e6c6067062812f0e,Test Engineer,en,"indeed_clk(this,'5956');","C/C++, <b>Python</b> and Java preferred. Comtech EF Data is looking for an experienced Test Engineer that will collaborate across Software Engineering and Hardware...",Comtech EF Data Corporation,False,AZ,,http://www.indeed.com/viewjob?jk=e6c6067062812f0e&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
81,Phoenix,Charles Schwab,US,"Fri, 12 Jan 2018 11:16:01 GMT",False,"Phoenix, AZ","Phoenix, AZ 85002",2 days ago,False,253e6bd106667754,WAN Engineer,en,"indeed_clk(this,'5956');","Scripting languages - knowledge with scripting languages, such as <b>Python</b>, Expect and TCL. Phoenix - AZ, PHX4701A, 4701 E Francisco Dr, 85044-5365....",Charles Schwab,False,AZ,,http://www.indeed.com/viewjob?jk=253e6bd106667754&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
82,Phoenix,ViaSat,US,"Sat, 23 Dec 2017 06:21:21 GMT",False,"Phoenix, AZ","Phoenix, AZ",22 days ago,False,8a6c50f505ec940a,"Test Engineer, Satellite Payload",en,"indeed_clk(this,'5956');","Scripting language experience such as <b>Python</b>, Perl, JAS, C++, or C Sharp. ViaSat is a rapidly growing technology company that designs, deploys and operates...",ViaSat,False,AZ,,http://www.indeed.com/viewjob?jk=8a6c50f505ec940a&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
83,Scottsdale,Connect Wireless,US,"Mon, 20 Nov 2017 20:45:07 GMT",False,"Scottsdale, AZ","Scottsdale, AZ 85251",30+ days ago,True,bc63007989c58af3,Data Reporting Specialist - AT&T Authorized Retailer - Scottsdale,en,"indeed_clk(this,'5956');","If you have expertise in Excel and knowledge of <b>Python</b>, SQL, BI, Power BI, and other data tools (all or some)....",Connect Wireless,False,AZ,,http://www.indeed.com/viewjob?jk=bc63007989c58af3&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
84,Phoenix,Career Evolutions,US,"Sat, 23 Dec 2017 02:53:16 GMT",False,"Phoenix, AZ","Phoenix, AZ",22 days ago,True,753192ae00011d1b,Senior Infrastructure Engineer,en,"indeed_clk(this,'5956');","<b>Python</b>, shell, ruby, powershell). Career Evolutions is seeking a Senior Infrastructure Engineer for an exciting and expanding technology company in Phoenix, AZ....",Career Evolutions,False,AZ,,http://www.indeed.com/viewjob?jk=753192ae00011d1b&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
85,Phoenix,Intel,US,"Thu, 28 Dec 2017 11:18:38 GMT",False,"Phoenix, AZ","Phoenix, AZ 85018",17 days ago,False,47eb3b5a615df54c,Packaging R&D Engineer,en,"indeed_clk(this,'5956');","Experience with statistical data analysis, JMP and JSL, <b>Python</b>, relational database structure and usage, machine learning Inside this Business Group....",Intel,False,AZ,,http://www.indeed.com/viewjob?jk=47eb3b5a615df54c&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
86,Phoenix,REPAY,US,"Sat, 23 Dec 2017 06:16:07 GMT",False,"Phoenix, AZ","Phoenix, AZ",22 days ago,True,090ab101eca57a31,Senior Full Stack Developer (Python),en,"indeed_clk(this,'5956');","Experience working with either <b>Python</b> and/or C#.NET. REPAY – Realtime Electronic Payments is an established and fast growing, Financial Technology company....",Repay,False,AZ,,http://www.indeed.com/viewjob?jk=090ab101eca57a31&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
87,Phoenix,Charles Schwab,US,"Sat, 06 Jan 2018 11:16:16 GMT",False,"Phoenix, AZ","Phoenix, AZ 85002",8 days ago,False,f24dab35fcb55e65,Site Reliability Engineer,en,"indeed_clk(this,'5956');","Bash, <b>Python</b>, Powershell), Network Load Balancing (e.g. Phoenix - AZ, PHX4701A, 4701 E Francisco Dr, 85044-5365....",Charles Schwab,False,AZ,,http://www.indeed.com/viewjob?jk=f24dab35fcb55e65&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
88,Phoenix,"Pinnacle Data Systems, LLC",US,"Fri, 27 Oct 2017 23:50:51 GMT",False,"Phoenix, AZ","Phoenix, AZ 85085",30+ days ago,True,c83627bb3e5a8e05,Application Developer,en,"indeed_clk(this,'5956');","5+ years development experience in <b>Python</b>. Pinnacle Data Systems, LLC....","Pinnacle Data Systems, LLC",False,AZ,,http://www.indeed.com/viewjob?jk=c83627bb3e5a8e05&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
89,Tempe,CloudMed,US,"Mon, 27 Nov 2017 19:33:00 GMT",False,"Tempe, AZ","Tempe, AZ",30+ days ago,True,67353ae6443fc220,Implementation Engineer,en,"indeed_clk(this,'5956');","PowerShell, Bash, Perl, <b>Python</b>. Join a cutting-edge healthcare technology company with proven leadership, and a shared vision for driving value to our customers...",Indeed,False,AZ,,http://www.indeed.com/viewjob?jk=67353ae6443fc220&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
90,Chandler,Wells Fargo,US,"Sat, 16 Dec 2017 13:08:49 GMT",False,"Chandler, AZ","Chandler, AZ",29 days ago,False,3f73b71e00eaef8c,Cyber Security Specialist 2 - Cloud Red Team Researcher/Scientist,en,"indeed_clk(this,'5956');","Knowledge and understanding of <b>Python</b>, Ruby, PowerShell, and Shell scripting. Enterprise Information Security....",Wells Fargo,False,AZ,,http://www.indeed.com/viewjob?jk=3f73b71e00eaef8c&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
91,Phoenix,State of Arizona,US,"Thu, 11 Jan 2018 23:02:11 GMT",False,"Phoenix, AZ","Phoenix, AZ",2 days ago,False,51a09de5f7fd5172,SENIOR WINDOWS SYSTEMS ENGINEER,en,"indeed_clk(this,'5956');","Experience scripting in PowerShell, <b>Python</b>, Bash, Lambda, Cloud Formation or other scripting languages. Arizona Department of Administration....",State of Arizona,False,AZ,,http://www.indeed.com/viewjob?jk=51a09de5f7fd5172&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
92,Chandler,Wells Fargo,US,"Fri, 12 Jan 2018 13:06:48 GMT",False,"Chandler, AZ","Chandler, AZ",2 days ago,False,7a6f8b221037dba2,Machine Learning Platform Data Engineer ( ASE5),en,"indeed_clk(this,'5956');",Job Description EIT AI and ML Platform team is looking for a highly motivated and experienced machine learning data engineering resource with machine learning...,Wells Fargo,False,AZ,,http://www.indeed.com/viewjob?jk=7a6f8b221037dba2&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
93,Phoenix,SRP,US,"Tue, 26 Sep 2017 21:40:19 GMT",False,"Phoenix, AZ","Phoenix, AZ",30+ days ago,False,6b7bf5b6bdda404a,Data Storage Principal Analyst,en,"indeed_clk(this,'5956');",SRP is one of the largest public power and water utilities in the U.S. providing electricity to approximately one million customers in the greater...,SRP,False,AZ,,http://www.indeed.com/viewjob?jk=6b7bf5b6bdda404a&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
94,Phoenix,Kudelski SA,US,"Fri, 17 Nov 2017 17:59:13 GMT",False,"Phoenix, AZ","Phoenix, AZ",30+ days ago,False,6d95ad75ce6d452c,IT Infrastructure Engineer,en,"indeed_clk(this,'5956');","Experience at scripting in shell and <b>python</b> a definite plus. To support our infrastructure services serving our global Cyber Fusion Center (CFC), we are looking...",Kudelski SA,False,AZ,,http://www.indeed.com/viewjob?jk=6d95ad75ce6d452c&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
95,Phoenix,Gannett,US,"Wed, 11 Oct 2017 00:54:51 GMT",False,"Phoenix, AZ","Phoenix, AZ 85004",30+ days ago,True,99162afca20c75eb,Back-End Developer II,en,"indeed_clk(this,'5956');","Proficient knowledge of a back-end programming language (PHP, <b>Python</b>, Ruby, Java, .NET, JavaScript). Gannett Co., Inc....",Gannett,False,AZ,,http://www.indeed.com/viewjob?jk=99162afca20c75eb&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
96,Phoenix,Compound Photonics US Corporation,US,"Fri, 15 Dec 2017 18:22:22 GMT",False,"Phoenix, AZ","Phoenix, AZ",29 days ago,False,d86c16a628502db1,"Test Engineer, IC Test",en,"indeed_clk(this,'5956');","C\C++, C#, .NET &amp; <b>Python</b> Create reports and present test data correlations between test tools and the manufacturing processes Identify measures or indicators of...",Compound Photonics US Corporation,False,AZ,,http://www.indeed.com/viewjob?jk=d86c16a628502db1&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
97,Phoenix,On-Demand Talent Management,US,"Wed, 13 Dec 2017 21:31:56 GMT",False,"Phoenix, AZ","Phoenix, AZ",30+ days ago,True,bd6bbba720e84884,Application Security Engineer,en,"indeed_clk(this,'5956');","Java, Node.js , <b>Python</b>, JavaScript. Must be a US Citizen authorized to work in the US WITHOUT a VISA*....",Indeed,False,AZ,,http://www.indeed.com/viewjob?jk=bd6bbba720e84884&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
98,Scottsdale,GoDaddy,US,"Wed, 08 Nov 2017 23:57:12 GMT",False,"Scottsdale, AZ","Scottsdale, AZ",30+ days ago,False,b0e85763466200e0,Capacity Integration Analyst,en,"indeed_clk(this,'5956');","<b>Python</b>, R, or Java. We are looking for a passionate, results-oriented, public cloud capacity engineer to support companywide public &amp; private cloud capacity...",GoDaddy,False,AZ,,http://www.indeed.com/viewjob?jk=b0e85763466200e0&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
99,Phoenix,Charles Schwab,US,"Thu, 21 Dec 2017 15:46:25 GMT",False,"Phoenix, AZ","Phoenix, AZ 85002",23 days ago,False,e08ce17ca9fe327f,Staff Security Analyst,en,"indeed_clk(this,'5956');","Fluent in at least one scripting language, such as Perl, <b>Python</b> or Shell. Phoenix - AZ, PHX4701A, 4701 E Francisco Dr, 85044-5365....",Charles Schwab,False,AZ,,http://www.indeed.com/viewjob?jk=e08ce17ca9fe327f&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0ro5avh2fc0
125,Phoenix,American Express,US,"Sat, 13 Jan 2018 02:00:38 GMT",False,"Phoenix, AZ","Phoenix, AZ",1 day ago,False,265e6c14d4f08f19,Information Security Analyst,en,"indeed_clk(this,'6116');","5+ years of database development experience in a professional environment or Bachelor's Degree in Software Engineering, Computer Science, Mathematics,...",American Express,False,AZ,,http://www.indeed.com/viewjob?jk=265e6c14d4f08f19&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
126,Gilbert,GoDaddy,US,"Mon, 27 Nov 2017 18:07:15 GMT",False,"Gilbert, AZ","Gilbert, AZ",30+ days ago,False,ebd1f78d751bc540,Software Development Engineer,en,"indeed_clk(this,'6116');","Expertise in multiple modern programming languages across multiple platforms and systems (Java, <b>Python</b>, PHP, C#, Ruby, etc.)....",GoDaddy,False,AZ,,http://www.indeed.com/viewjob?jk=ebd1f78d751bc540&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
127,Phoenix,Goodwill of Central & Northern Arizona,US,"Wed, 27 Sep 2017 23:20:53 GMT",False,"Phoenix, AZ","Phoenix, AZ",30+ days ago,True,3d40a7d4ace94936,IT Programmer Analyst,en,"indeed_clk(this,'6116');",Experience w/programming language PHP 5.4+ and/ or <b>Python</b> 2.7 or 3. The Information Technology team keeps all of Goodwill of Central and Northern Arizona's...,Indeed,False,AZ,,http://www.indeed.com/viewjob?jk=3d40a7d4ace94936&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
128,Phoenix,ON Semiconductor,US,"Fri, 15 Dec 2017 21:39:53 GMT",False,"Phoenix, AZ","Phoenix, AZ 85008",29 days ago,False,d92fe6aaa094be96,Summer 2018 Research and Development Intern,en,"indeed_clk(this,'6116');",Coding in TCL and <b>Python</b> for tool automation. Summer 2018 Research and Development Intern - (1706207)....,ON Semiconductor,False,AZ,,http://www.indeed.com/viewjob?jk=d92fe6aaa094be96&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
129,Phoenix,American Express,US,"Thu, 11 Jan 2018 07:59:39 GMT",False,"Phoenix, AZ","Phoenix, AZ",3 days ago,False,2036b68dbb28cc56,Senior DevOps Engineer - Architecture and Mobile & Web Engineering,en,"indeed_clk(this,'6116');","Highly knowledgeable and experienced with scripting languages such as <b>Python</b>, etc. Experience with source control management such as Git Expertise in...",American Express,False,AZ,,http://www.indeed.com/viewjob?jk=2036b68dbb28cc56&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
130,Phoenix,Paychex,US,"Wed, 03 Jan 2018 11:25:26 GMT",False,"Phoenix, AZ","Phoenix, AZ 85002",11 days ago,False,48882b0713f29f6a,Systems Engineer II,en,"indeed_clk(this,'6116');","DevOps concepts, Agile (Jira) Git (Bitbucket), Puppet, Foreman (Satellite), Jenkins, Confluence, Ansible, Advanced Scripting (Bash, Powershell, <b>Python</b>) Ruby,...",Paychex,False,AZ,,http://www.indeed.com/viewjob?jk=48882b0713f29f6a&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
131,Chandler,Wells Fargo,US,"Fri, 05 Jan 2018 13:09:24 GMT",False,"Chandler, AZ","Chandler, AZ",9 days ago,False,da122c74ad3efcb5,Analytic Consultant 3,en,"indeed_clk(this,'6116');","2+ years of <b>Python</b> experience. Process documentation experience Other Desired Qualifications Expertise in <b>Python</b> Libraries – a few examples, but not limited to:...",Wells Fargo,False,AZ,,http://www.indeed.com/viewjob?jk=da122c74ad3efcb5&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
132,Scottsdale,Trax Technologies,US,"Wed, 20 Dec 2017 04:06:17 GMT",False,"Scottsdale, AZ","Scottsdale, AZ 85260",25 days ago,True,906b6bfc6e03feb7,Devops Engineer,en,"indeed_clk(this,'6116');","Experience programming in <b>Python</b>, Java and/or.Net. Trax Technologies provides cloud-based solutions and services to automate and manage freight invoice audit...",Trax Technologies,False,AZ,,http://www.indeed.com/viewjob?jk=906b6bfc6e03feb7&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
133,Chandler,"Iridium Satellite, LLC",US,"Wed, 03 Jan 2018 02:15:31 GMT",False,"Chandler, AZ","Chandler, AZ",11 days ago,False,44e427e3192fe654,Associate Engineer (Gateway Integration & Test) 17-071,en,"indeed_clk(this,'6116');","Experience developing software in C, C++, C, Java, <b>Python</b> and/or other computer languages. Iridium Satellite produces and supports multiple mobile products that...","Iridium Satellite, LLC",False,AZ,,http://www.indeed.com/viewjob?jk=44e427e3192fe654&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
134,Phoenix,American Express,US,"Thu, 11 Jan 2018 07:59:41 GMT",False,"Phoenix, AZ","Phoenix, AZ",3 days ago,False,6107cfd36bd60b61,"Engineer - Enterprise Cloud Platform, CI/CD",en,"indeed_clk(this,'6116');","3+ years of scripting experience ( e.g. Bash, php, <b>python</b>, groovy, curl, use/code RESTFUL APIs, Microservices…)....",American Express,False,AZ,,http://www.indeed.com/viewjob?jk=6107cfd36bd60b61&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
135,Phoenix,Mentor Graphics,US,"Sun, 19 Nov 2017 06:54:12 GMT",False,"Phoenix, AZ","Phoenix, AZ",30+ days ago,False,600f6209411cec1d,Application Engineer AMS Verification,en,"indeed_clk(this,'6116');","Working familiarity of Unix and Linux OS, and previous experience with scripting (perl, <b>python</b>, Tcl etc.). All qualified applicants will receive consideration...",Mentor Graphics,False,AZ,,http://www.indeed.com/viewjob?jk=600f6209411cec1d&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
136,Tempe,"Insight Enterprises, Inc.",US,"Mon, 11 Dec 2017 20:02:45 GMT",False,"Tempe, AZ","Tempe, AZ 85283",30+ days ago,False,31b9e19d10a3a157,Data Architect - Remote West coast,en,"indeed_clk(this,'6116');","Big Data technologies such as Hadoop or HDInsight, Hive, Pig, <b>Python</b>, Spark, Oozie, or any of the other tools with the Hadoop ecosystem....",Insight,False,AZ,,http://www.indeed.com/viewjob?jk=31b9e19d10a3a157&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
